"notes","label"
"THE STRATEGIC BATTLE FOR THE MEDIEVAL CITY 1986~CATHEDRAL GAME~MATTELA 2 PLAYER STRATEGY GAME.CONTENTS:14 DARK BUILDINGS14 LIGHT BUILDINGS1 CATHEDRAL1 GAME BOARDINSTRUCTIONSUSE YOUR BUILDINGS TO OCCUPY AND CONTROL MORE SPACE WITHIN THE CITY WALLS THAN YOUR OPPONENT. COMPLETE WITH INSTRUCTIONS.BOX INTACT WITH NO TORN CORNERS. THERE IS WEAR AND CREASING IN THE CORNERS. THERE IS WEAR ON THE EDGES. GAME IN GREAT CONDITION.  BOX IN ACCEPTABLE CONDITIONWWW.CATHEDRAL-GAME.CO.NZ/MUSEUM.HTMLI WOULD LOVE TO COMBINE SHIPPING. PLEASE LET ME KNOW IF YOU DESIRE THIS OPTION. I WILL FIND THE CHEAPEST WAY TO GET YOU YOUR ITEMS.I WILL SHIP USPS PARCEL POST UNLESS OTHERWISE NOTED.SMOKE FREE, CLEAN HOME.I HAVE HUNDREDS OF GAMES AVAILABLE. PLEASE CONTACT ME IF THERE IS A GAME YOU ARE LOOKING FOR AND I WILL LIST IT, IF AVAILABLE. I SELL ALOT OF OLD/VINTAGE GAMES. THE BOXES ARE TYPICALLY WORN. IF YOU HAVE CONCERNS ABOUT THE BOX, PLEASE ASK AND I WILL SEND YOU CLOSE UP PHOTOS. ALL ITEMS SHIPPED INTERNATIONALLY ARE SHIPPED AT THE BUYERS REQUEST. THE BUYER WILL BE RESPONSIBLE FOR CHARGES, IF ANY, ASSOCIATED WITH CUSTOMS FOR THEIR ITEM. INTERNATIONAL FIRST CLASS DOES NOT ALLOW FOR TRACKING. IF YOU DESIRE FIRST CLASS, I CAN NOT BE RESPONSIBLE FOR PACKAGES THAT ARE LOST IN ROUTE. I RECOMMEND USPS PRIORITY OR USPS EXPRESS, ALTHOUGH, BOTH ARE EXPENSIVE. PLEASE REQUEST A SHIPPING QUOTE PRIOR TO BIDDING.","0"
"Cathedral Mattel German Edition","0"
"All components complete and in excellent condition.  Wooden buildings.","0"
"Stored on my shelf B6.","0"
"Pieces and board appear to have been only lightly used - if at all.  The instructions are a copy.  The whole kit is in a plain, white cardboard box.Our apologies for not knowing the year or edition (1978 is only a guess!).  If you know, then please let us know.  Thank you very kindly!","0"
"Game is complete. Box with minor wear.Payments: bank account or Paypal If you want to pay by Paypal, there will be an additional feeGerman versionMattel","0"
"Comments: To see other titles that I have for sale (and perhaps mitigate shipping costs) enter the following into your browser: http://www.boardgamegeek.com/geekmarket/user/Paladin82Y . Note that I am not a store but just a gamer like you (although one that lost his mind and purchased waaaay too many games over the last 30 years). I have tried to accurately describe my offerings from a gamer's perspective. If you are a collector or re-seller and need more details, just let me know.In general, I'm mindful about the condition of my games while playing, but I am not a collector... I often discard advertisements and inserts (so please assume that if an insert was originally included in the box that it is gone - if an insert is important to you, please ask about it).  Furthermore, most played games (with cards) were sleeved during play... but unless specifically and explicitly noted otherwise, any sleeves will have been removed before the game was offered for sale.Condition Notes: Smoke-free home.  No longer in shrink but unpunched/unused/unplayed.  Still in original styrofoam packaging inside the box.  Box shows some shelfwear which includes whitening on edges and corners.  Box has some discoloration (some of which might be from a price tag that was previously affixed?).Edition Notes: English.Shipping Notes:Note that this item is difficult (aka more expensive than normal) to ship because it is unusually heavy or unusually large or both.I am willing to meet you at one of the many local Game Nights close to Waukee, IA (see https://www.boardgamegeek.com/guild/1365) to make the exchange in person which would reduce your shipping cost to $0.00.  Otherwise--Yes, I will gladly combine orders to reduce your per-item shipping costs. (To see other items to add to your order see http://www.boardgamegeek.com/geekmarket/user/Paladin82Y).When placing an order, please provide a contact phone number--this is ONLY in case there are shipping issues--I am NOT planning to call you. Also, please provide a direct/external (non-BGG) email address.Finally, if at all possible, please provide a business (rather than a residential) shipping address and let me know that the address you are providing is a business address (this may expedite delivery).Payment Notes:**Note that the listed offered price includes a small discount for a cash (cash, money order, Amazon Gift Card, western union) payment.  I cannot include the discount for payments made via Paypal.[i]US buyers:[/i]When placing the order, let me know if you would like to purchase the optional insurance offered by the shipping company. I cannot remember ever having any material problems, but theoretically there is some risk. If the receiver (you) does NOT request (and does NOT pay extra for) insurance (decision is totally up to you) then the receiver (you) agrees to assume responsibility for lost or damaged packages. I know that this paragraph sounds scary, but my lawyer makes me include this -- again, this is probably a non-issue -- I have never had a package that I shipped go missing and think that I have had two people mention extremely minor blemishes incurred during shipping in the last 600 BGG items that I have shipped.See the [i]Info from Seller[/i] Section below for more critically important details on payment options. [i]non-US buyers:[/i]See the [i]Info from Seller[/i] Section below for more critically important details on shipping and payment options.","0"
"Without box, but the components are fine.","0"
"Played a couple of games and while I enjoy the game, no one else in my friend group do, not to mention that ever since we had a baby we simply don't have time for board games anymore. We're selling off what little of a collection we have amassed.","0"
"The box has some signs of age but is overall sharp and attractive.","0"
"SP17/2187DJ22-123","0"
"Polystone piecesE-Transfer within Canada; and PayPal for International purchasePlus Shipping cost; provide postal code or zip code for a shipping cost.Thank you,S","0"
"From smoke free home.  Open. The pieces are excellent condition however the box has corner wear.Wooden Family Games Edition! 1997Please contact me for shipping via PirateShip!Ships from Seattle, WA. Local pickups welcome!See my other games for combined shipping!Shipping within the USA/CAN","0"
"The game is in excellent condition. The box has a lot of wear. Venmo or Zelle only. Buyer pays shipping; I will box it up and report back with shipping options based on your zip code.","0"
"Handcrafted Cathedral game in various combinations of Maple, Oak, Cherry and Mahogany pieces.","0"
"Also accept Cash App and Venmo.Ships from Grand Rapids, Michigan (49301).Local Pickup is fine. Just let me know where and when.","0"
"The components are complete and in Like New condition.The box is in Like New condition except for a little corner wear.Shipping is additional (from 20176, Northern Virginia). Shipping to CONUS (Continental U.S.) only. Shipped via USPS (or UPS or FEDEX by request at cost. USPS is usually costs $17.00 max for a bookcase-size game. UPS is usually more based on weight and  distance. Shipping is also more for larger games, or if insurance coverage is for more than $100. Extra insurance is extra and available by request.Shipping overages (if any) will be refunded (Hooray PayPal purchases).Payment through PayPal only.","0"
"SP20-2864","0"
"Game is opened, punched, never played and stored in a smoke-free home.I ship from USPS once every weekday morning around 8am.Venmo is preferred but PayPal is fine as well. My accounts are as listed:-Venmo @jennifer-selig-moore-PayPal email is jenselig7@gmail.comHere are some of my other listings if you want to bundle:Cathedral - Opened like newFresco - Opened like newGravewell: Escape from the 9th Dimension - Like new played onceSanta Maria - Opened like newVenice - Opened like new kickstart editionForum Trajanum - Opened like newPapa Paolo - Opened like newKey to the City of London - Opened like newRobin Hood and the Merry Men - Opened like new","0"
"like new inside but box is in used conditionsLA24-185","0"
"Box has some minor wear, but game and components are like new.","0"
"never played","0"
"In mint condition. Collector. Original version. I ship to Europe and i'll be in Boston by the 25th of june and will be able to ship in US from there.","0"
"Used but great shape.  Warfrog 2nd Edition.Buyer pays shipping (including insurance) through Canada Post. Local delivery available in the GTA.","0"
